sourceCommit,sourcePath,changeType,globalPath,existsInGlobal,alreadyEquivalent,subject,containsHebrew,containsIsraelSpecificLogic,localeSensitive,dependencyStatus,classification,exactReason,proposedAction,requiredTests
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/engine-decision-audit/full-engine-audit.mjs,A,tests/engine-decision-audit/full-engine-audit.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/engine-decision-audit/p3-raw-evidence-harness.mjs,A,tests/engine-decision-audit/p3-raw-evidence-harness.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/engine-decision-audit/p3b-coverage-audit.mjs,A,tests/engine-decision-audit/p3b-coverage-audit.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/action-decision-consumer-migration-p4.test.mjs,A,tests/learning/action-decision-consumer-migration-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/action-decision-contract-p2.test.mjs,A,tests/learning/action-decision-contract-p2.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/action-decision-executors-p4.test.mjs,A,tests/learning/action-decision-executors-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/action-decision-subject-e2e-p4.test.mjs,A,tests/learning/action-decision-subject-e2e-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/coverage-artifact-p3b.test.mjs,A,tests/learning/coverage-artifact-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/decision-calibration-benchmark-p4.test.mjs,A,tests/learning/decision-calibration-benchmark-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/english-phonics-integration.test.mjs,M,tests/learning/english-phonics-integration.test.mjs,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/english-phonics-pool-coverage.test.mjs,M,tests/learning/english-phonics-pool-coverage.test.mjs,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/english-phonics-runtime-display.test.mjs,M,tests/learning/english-phonics-runtime-display.test.mjs,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/evidence-eligibility-p3b.test.mjs,A,tests/learning/evidence-eligibility-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/evidence-engine-semantic.test.mjs,M,tests/learning/evidence-engine-semantic.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/lower-grade-practice-runtime-quality.test.mjs,M,tests/learning/lower-grade-practice-runtime-quality.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/parent-report-engine-decision-contract.test.mjs,M,tests/learning/parent-report-engine-decision-contract.test.mjs,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/phase3-timing-policy.test.mjs,M,tests/learning/phase3-timing-policy.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/phase6-competitive-context.test.mjs,M,tests/learning/phase6-competitive-context.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/prerequisite-registry-p3b.test.mjs,A,tests/learning/prerequisite-registry-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/producer-authority-p3b.test.mjs,A,tests/learning/producer-authority-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/recommendation-contract-normalizer-p0.test.mjs,A,tests/learning/recommendation-contract-normalizer-p0.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/recurrence-policy-p3b.test.mjs,A,tests/learning/recurrence-policy-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/subject-engine-decision-contract.test.mjs,M,tests/learning/subject-engine-decision-contract.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/taxonomy-rule-falsification-matrix.test.mjs,M,tests/learning/taxonomy-rule-falsification-matrix.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/taxonomy-rule-real-runtime-e2e.test.mjs,M,tests/learning/taxonomy-rule-real-runtime-e2e.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/taxonomy-rule-synthetic-pipeline.test.mjs,M,tests/learning/taxonomy-rule-synthetic-pipeline.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/taxonomy-targeting-p3.test.mjs,A,tests/learning/taxonomy-targeting-p3.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/topic-coverage-closure-p3c.test.mjs,A,tests/learning/topic-coverage-closure-p3c.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/topic-raw-action-p3b.test.mjs,A,tests/learning/topic-raw-action-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,tests/learning/unified-decision-context-p1.test.mjs,A,tests/learning/unified-decision-context-p1.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/action-decision-contract-v2.js,A,utils/action-decision-contract/action-decision-contract-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/decision-calibration-contract-v1.js,A,utils/action-decision-contract/decision-calibration-contract-v1.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/decision-consumer-registry-v1.js,A,utils/action-decision-contract/decision-consumer-registry-v1.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/parent-action-decision-translations-he.js,A,utils/action-decision-contract/parent-action-decision-translations-he.js,false,false,cross-subject,true,false,true,missing_on_global,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/prerequisite-precision.js,A,utils/action-decision-contract/prerequisite-precision.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/action-decision-contract/public-action-decision-v2.js,A,utils/action-decision-contract/public-action-decision-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/contracts/recommendation-contract-normalizer.js,M,utils/contracts/recommendation-contract-normalizer.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/curriculum-skill-entity-registry.js,A,utils/curriculum-skill-entity-registry.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/detailed-parent-report.js,M,utils/detailed-parent-report.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/evidence-recurrence.js,M,utils/diagnostic-engine-v2/evidence-recurrence.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/run-diagnostic-engine-v2.js,M,utils/diagnostic-engine-v2/run-diagnostic-engine-v2.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-evidence-rules.js,M,utils/diagnostic-engine-v2/taxonomy-evidence-rules.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-geometry.js,M,utils/diagnostic-engine-v2/taxonomy-geometry.js,true,false,geometry,false,false,false,ok,D_subject_filtered,Touches geometry engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-math-topic-coverage.js,A,utils/diagnostic-engine-v2/taxonomy-math-topic-coverage.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-recurrence-policy.js,A,utils/diagnostic-engine-v2/taxonomy-recurrence-policy.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,subject_classifier|taxonomy_e2e
